Rint,Equivalent_water_thickness,Index,bead1,bead2,bead3,bead4,bead5,charge1,charge2,charge3,charge4,charge5,net_charge,label_NM1,label_HB1,label_PN1,label_SI1,label_SZ1,label_NM2,label_HB2,label_PN2,label_SI2,label_SZ2,label_NM3,label_HB3,label_PN3,label_SI3,label_SZ3,label_NM4,label_HB4,label_PN4,label_SI4,label_SZ4,label_NM5,label_HB5,label_PN5,label_SI5,label_SZ5,delta_G1,delta_G2,delta_G3,delta_G4,delta_G5
109.04848,125.04557,10411,C1,N6,P4,N4,N6,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,P4,none,none,none,R,N4,none,none,none,R,N6,none,none,none,R,17.2,-9.8,-17.1,-5.0,-9.8
1641.4623,2144.4489,10441,C1,N6,P4,P2,N6,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,P4,none,none,none,R,P2,none,none,none,R,N6,none,none,none,R,17.2,-9.8,-17.1,-13.2,-9.8
550.15392,601.26071,10465,C1,N6,P4,N1,P5,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,P4,none,none,none,R,N1,none,none,none,R,P5,none,none,none,R,17.2,-9.8,-17.1,2.9,-19.2
-0.24967978,-0.43984521,10483,C1,N6,P4,N6,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,P4,none,none,none,R,N6,none,none,none,R,P4,none,none,none,R,17.2,-9.8,-17.1,-9.8,-17.1
53.356366,56.71419,10565,C1,N6,N1,SQ2p,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N1,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,17.2,-9.8,2.9,-43.3,-9.8
322.24582,387.01482,10625,C1,N6,N1,P2,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N1,none,none,none,R,P2,none,none,none,R,Q2,none,none,none,R,17.2,-9.8,2.9,-13.2,-32.7
455.60901,459.46792,10641,C1,N6,N1,N6,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N1,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,17.2,-9.8,2.9,-9.8,-32.7
21.673089,28.225984,10653,C1,N6,N6,SQ3p,P3a,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,P3,a,none,none,R,17.2,-9.8,-9.8,-47.8,-15.0
1175.7245,1267.5411,10655,C1,N6,N6,SQ3p,Q1,0.0,0.0,0.0,1.0,1.0,2.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,Q1,none,none,none,R,17.2,-9.8,-9.8,-47.8,-24.2
793.8654,831.31741,10656,C1,N6,N6,SQ3p,SQ3p,0.0,0.0,0.0,1.0,1.0,2.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,Q3,none,p,none,S,17.2,-9.8,-9.8,-47.8,-47.8
186.66491,178.80443,10666,C1,N6,N6,SQ3p,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,17.2,-9.8,-9.8,-47.8,-9.8
147.28315,138.8002,10680,C1,N6,N6,SQ2p,Q1,0.0,0.0,0.0,1.0,1.0,2.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q2,none,p,none,S,Q1,none,none,none,R,17.2,-9.8,-9.8,-43.3,-24.2
235.25122,216.83637,10681,C1,N6,N6,SQ2p,SQ3p,0.0,0.0,0.0,1.0,1.0,2.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q2,none,p,none,S,Q3,none,p,none,S,17.2,-9.8,-9.8,-43.3,-47.8
181.19206,181.45037,10691,C1,N6,N6,SQ2p,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,17.2,-9.8,-9.8,-43.3,-9.8
-0.50828667,-0.65948777,10710,C1,N6,N6,Q2,Q2,0.0,0.0,0.0,1.0,1.0,2.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,Q2,none,none,none,R,17.2,-9.8,-9.8,-32.7,-32.7
139.23206,134.62107,10718,C1,N6,N6,Q2,N6,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,N6,none,none,none,R,17.2,-9.8,-9.8,-32.7,-9.8
-0.37868448,-0.46714424,10736,C1,N6,N6,Q1,N1a,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q1,none,none,none,R,N1,a,none,none,R,17.2,-9.8,-9.8,-24.2,2.9
1.5508075,1.7464997,10742,C1,N6,N6,Q1,N1,0.0,0.0,0.0,1.0,0.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q1,none,none,none,R,N1,none,none,none,R,17.2,-9.8,-9.8,-24.2,2.9
2.6058097,2.9276078,10760,C1,N6,N6,N1a,SQ2p,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,N1,a,none,none,R,Q2,none,p,none,S,17.2,-9.8,-9.8,2.9,-43.3
246.19954,302.24017,10772,C1,N6,N6,N3r,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,N3,none,none,r,R,P4,none,none,none,R,17.2,-9.8,-9.8,-3.6,-17.1
238.36548,283.88532,10797,C1,N6,N6,N5a,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,N5,a,none,none,R,P4,none,none,none,R,17.2,-9.8,-9.8,-7.5,-17.1
511.23478,615.34179,10819,C1,N6,N6,N3a,P4,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,N3,a,none,none,R,P4,none,none,none,R,17.2,-9.8,-9.8,-3.6,-17.1
558.40525,720.57951,10840,C1,N6,N6,P4,N3r,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,P4,none,none,none,R,N3,none,none,r,R,17.2,-9.8,-9.8,-17.1,-3.6
408.46306,519.37904,10851,C1,N6,N6,P4,Q1,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,P4,none,none,none,R,Q1,none,none,none,R,17.2,-9.8,-9.8,-17.1,-24.2
325.13579,401.82979,10887,C1,N6,N6,N1,Q2,0.0,0.0,0.0,0.0,1.0,1.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,N1,none,none,none,R,Q2,none,none,none,R,17.2,-9.8,-9.8,2.9,-32.7
87.110468,105.40766,10889,C1,N6,N6,N6,Q5n,0.0,0.0,0.0,0.0,-1.0,-1.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,Q5,none,n,none,R,17.2,-9.8,-9.8,-9.8,-64.1
3.9612349,4.9965105,10897,C1,N6,N6,N6,P2,0.0,0.0,0.0,0.0,0.0,0.0,C1,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,N6,none,none,none,R,P2,none,none,none,R,17.2,-9.8,-9.8,-9.8,-13.2
0.35652815,0.41506119,10960,C1,SQ3p,N4,P5,,0.0,1.0,0.0,0.0,,1.0,C1,none,none,none,R,Q3,none,p,none,S,N4,none,none,none,R,P5,none,none,none,R,,,,,,17.2,-47.8,-5.0,-19.2,
-0.67338363,-0.74565815,11020,C1,Q2,N1a,P1,,0.0,1.0,0.0,0.0,,1.0,C1,none,none,none,R,Q2,none,none,none,R,N1,a,none,none,R,P1,none,none,none,R,,,,,,17.2,-32.7,2.9,-11.1,
-0.63966324,-0.73113304,11072,C1,Q2,N4,P3,,0.0,1.0,0.0,0.0,,1.0,C1,none,none,none,R,Q2,none,none,none,R,N4,none,none,none,R,P3,none,none,none,R,,,,,,17.2,-32.7,-5.0,-15.0,
155.66117,199.26894,11370,C1,N4a,N4a,SQ2p,,0.0,0.0,0.0,1.0,,1.0,C1,none,none,none,R,N4,a,none,none,R,N4,a,none,none,R,Q2,none,p,none,S,,,,,,17.2,-5.0,-5.0,-43.3,
59.962075,73.253014,11392,C1,N4a,P2,SQ4p,,0.0,0.0,0.0,1.0,,1.0,C1,none,none,none,R,N4,a,none,none,R,P2,none,none,none,R,Q4,none,p,none,S,,,,,,17.2,-5.0,-13.2,-59.2,
12.577109,15.703897,11421,C1,N4a,P6,P2,,0.0,0.0,0.0,0.0,,0.0,C1,none,none,none,R,N4,a,none,none,R,P6,none,none,none,R,P2,none,none,none,R,,,,,,17.2,-5.0,-27.2,-13.2,
22.394104,24.119283,11438,C1,N5a,SQ2p,N6,,0.0,0.0,1.0,0.0,,1.0,C1,none,none,none,R,N5,a,none,none,R,Q2,none,p,none,S,N6,none,none,none,R,,,,,,17.2,-7.5,-43.3,-9.8,
58.126241,75.434481,11468,C1,N5a,N1a,Q4n,,0.0,0.0,0.0,-1.0,,-1.0,C1,none,none,none,R,N5,a,none,none,R,N1,a,none,none,R,Q4,none,n,none,R,,,,,,17.2,-7.5,2.9,-48.3,
124.92242,154.19126,11505,C1,N5a,P2,Q2,,0.0,0.0,0.0,1.0,,1.0,C1,none,none,none,R,N5,a,none,none,R,P2,none,none,none,R,Q2,none,none,none,R,,,,,,17.2,-7.5,-13.2,-32.7,
123.48472,143.47676,11508,C1,N5a,P2,P6,,0.0,0.0,0.0,0.0,,0.0,C1,none,none,none,R,N5,a,none,none,R,P2,none,none,none,R,P6,none,none,none,R,,,,,,17.2,-7.5,-13.2,-27.2,
5.530919,6.1771612,11540,C1,N4,SQ3p,N5a,,0.0,0.0,1.0,0.0,,1.0,C1,none,none,none,R,N4,none,none,none,R,Q3,none,p,none,S,N5,a,none,none,R,,,,,,17.2,-5.0,-47.8,-7.5,
58.089174,71.490189,11610,C1,N4,N6,Q5n,,0.0,0.0,0.0,-1.0,,-1.0,C1,none,none,none,R,N4,none,none,none,R,N6,none,none,none,R,Q5,none,n,none,R,,,,,,17.2,-5.0,-9.8,-64.1,
198.8098,211.40265,11636,C1,N3a,N2,Q4n,,0.0,0.0,0.0,-1.0,,-1.0,C1,none,none,none,R,N3,a,none,none,R,N2,none,none,none,R,Q4,none,n,none,R,,,,,,17.2,-3.6,0.5,-48.3,
49.359159,56.556538,11639,C1,N3a,N1a,Q4n,,0.0,0.0,0.0,-1.0,,-1.0,C1,none,none,none,R,N3,a,none,none,R,N1,a,none,none,R,Q4,none,n,none,R,,,,,,17.2,-3.6,2.9,-48.3,
125.34157,151.84242,11666,C1,N3a,P2,Q2,,0.0,0.0,0.0,1.0,,1.0,C1,none,none,none,R,N3,a,none,none,R,P2,none,none,none,R,Q2,none,none,none,R,,,,,,17.2,-3.6,-13.2,-32.7,
17.487444,20.937512,11668,C1,N3a,P4,Q4n,,0.0,0.0,0.0,-1.0,,-1.0,C1,none,none,none,R,N3,a,none,none,R,P4,none,none,none,R,Q4,none,n,none,R,,,,,,17.2,-3.6,-17.1,-48.3,
27.882216,30.345118,11804,C1,N1,N2,Q5n,,0.0,0.0,0.0,-1.0,,-1.0,C1,none,none,none,R,N1,none,none,none,R,N2,none,none,none,R,Q5,none,n,none,R,,,,,,17.2,2.9,0.5,-64.1,
56.669929,57.654311,11830,C1,N1,N6,SQ2p,,0.0,0.0,0.0,1.0,,1.0,C1,none,none,none,R,N1,none,none,none,R,N6,none,none,none,R,Q2,none,p,none,S,,,,,,17.2,2.9,-9.8,-43.3,
16.884527,29.494847,11831,C1,N6,SQ3p,SQ4p,,0.0,0.0,1.0,1.0,,2.0,C1,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,Q4,none,p,none,S,,,,,,17.2,-9.8,-47.8,-59.2,
21.771007,33.064464,11832,C1,N6,SQ3p,Q5n,,0.0,0.0,1.0,-1.0,,0.0,C1,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,Q5,none,n,none,R,,,,,,17.2,-9.8,-47.8,-64.1,
44.801496,49.118284,11853,C1,N6,SQ3p,N6,,0.0,0.0,1.0,0.0,,1.0,C1,none,none,none,R,N6,none,none,none,R,Q3,none,p,none,S,N6,none,none,none,R,,,,,,17.2,-9.8,-47.8,-9.8,
17.595693,29.546012,11854,C1,N6,SQ2p,SQ4p,,0.0,0.0,1.0,1.0,,2.0,C1,none,none,none,R,N6,none,none,none,R,Q2,none,p,none,S,Q4,none,p,none,S,,,,,,17.2,-9.8,-43.3,-59.2,
16.014463,29.78283,11855,C1,N6,SQ2p,Q5n,,0.0,0.0,1.0,-1.0,,0.0,C1,none,none,none,R,N6,none,none,none,R,Q2,none,p,none,S,Q5,none,n,none,R,,,,,,17.2,-9.8,-43.3,-64.1,
3.4671802,3.5911997,11900,C1,N6,Q2,P4,,0.0,0.0,1.0,0.0,,1.0,C1,none,none,none,R,N6,none,none,none,R,Q2,none,none,none,R,P4,none,none,none,R,,,,,,17.2,-9.8,-32.7,-17.1,
103.39712,128.31388,12018,C1,N6,N1,SQ2p,,0.0,0.0,0.0,1.0,,1.0,C1,none,none,none,R,N6,none,none,none,R,N1,none,none,none,R,Q2,none,p,none,S,,,,,,17.2,-9.8,2.9,-43.3,
-0.59767755,-0.70497714,12031,C1,SQ3p,N4a,,,0.0,1.0,0.0,,,1.0,C1,none,none,none,R,Q3,none,p,none,S,N4,a,none,none,R,,,,,,,,,,,17.2,-47.8,-5.0,,
0.10765181,0.12497351,12055,C1,Q2,P6,,,0.0,1.0,0.0,,,1.0,C1,none,none,none,R,Q2,none,none,none,R,P6,none,none,none,R,,,,,,,,,,,17.2,-32.7,-27.2,,
16.71562,19.524231,12094,C1,N3a,D,,,0.0,0.0,-2.0,,,-2.0,C1,none,none,none,R,N3,a,none,none,R,D,none,none,none,R,,,,,,,,,,,17.2,-3.6,-78.8,,
6.2858094,9.2288086,12122,C1,N6,Q5,,,0.0,0.0,-1.0,,,-1.0,C1,none,none,none,R,N6,none,none,none,R,Q5,none,none,none,R,,,,,,,,,,,17.2,-9.8,-64.1,,
5.9069901,6.8615775,12123,C1,SQ3p,,,,0.0,1.0,,,,1.0,C1,none,none,none,R,Q3,none,p,none,S,,,,,,,,,,,,,,,,17.2,-47.8,,,
